,0,1,2,3,4,5,6,7,8,9,H-L
2023-01-01,-0.0506756756756755,0.0,0.0,-0.0331352474521421,0.0,0.0,-0.1174007220216607,0.0,0.0,-0.0734567901234568,-0.022781114447781296
2023-02-01,0.0335217425383858,0.0,0.0,0.0455553092440701,0.0,0.0,-0.0049409328432767,0.0,0.0,-0.0335149614928007,-0.0670367040311865
2023-03-01,0.0863340790357609,0.0,0.0,0.089178019709835,0.0,0.0,0.1524947294448349,0.0,0.0,0.0548508502927238,-0.0314832287430371
2023-04-01,0.0185972902523561,0.0,0.0,0.0,-0.0151552862244346,0.0,0.0,0.0,0.0,0.0138508616524399,-0.0047464285999162005
2023-05-01,0.0469053920474473,0.0,0.0,-0.0088965853130581,0.0,0.0,0.0887107917645433,0.0,0.0,0.0140287509932819,-0.0328766410541654
2023-06-01,-0.0335749713849674,0.09468002100667096,-0.0361785796900302,0.1642628205128204,0.06064308983542134,0.1288324558686899,0.1642628205128204,0.0513915476365778,0.0646622216631023,0.0585781041388517,0.0921530755238191
2023-07-01,0.0932467665252287,0.006538196834136,0.0426049908703589,0.0502476400118527,-0.1435039100013719,0.02079241024317065,0.0500403551251007,-0.0005227391531624,0.0061636556854409,-0.005142521304731,-0.0983892878299597
2023-08-01,0.024520970119255,0.0425390052006933,0.0246355685131194,0.0101866188574688,-0.1144236825530127,0.1014312383322961,0.0426460711887173,-0.0070951241646729,0.030580907926403198,0.0106513657669307,-0.0138696043523243
2023-09-01,0.038962748453337,0.0025121683152773,-0.010158065029701166,-0.0040653388597488,-0.0071331301472019,-0.0134707623226859,-0.0544672718585761,0.0035405192761606,-0.0058855986757402,-0.0045653591726451,-0.043528107625982096
2023-10-01,0.0286267757210503,0.0464340330877242,0.0474951203643463,0.0630489335006272,0.045479903452255596,0.0144436519258202,0.0135291843834557,0.037255867388807,0.0021847824529734,0.0320064296520423,0.0033796539309919986
2023-11-01,-0.11527293844367,-0.0393359797906891,-0.0352339555100996,-0.1510700265923767,-0.0775077831237618,-0.0866516735017859,0.0,-0.0284747494899355,-0.1414225941422593,-0.0232626961898219,0.0920102422538481
2023-12-01,-0.1167853150555979,-0.1749680715197957,-0.0904641850808246,-0.0246858168761221,-0.17561869224390708,-0.12629878200348,-0.2966349670811996,-0.0442651730479852,-0.1190266461131909,-0.1817471174516318,-0.0649618023960339
2024-01-01,0.06287227581048983,0.0095815827831604,0.1177944862155389,0.0330548612024732,-0.0673282491464311,0.207240356083086,0.1527239150507848,0.0999222669775987,0.0914127423822714,0.1321125722010567,0.06924029639056688
2024-01-08,-0.0042548162155773,-0.0433879747034576,-0.0375295599029513,-0.012526163385109465,0.034909636327147,-0.0733501771781792,0.0020818875780708,0.0244040862656074,0.0020935960591133,0.0010453690152623,0.0053001852308396
2024-01-15,0.0822610154169537,0.2002285377271555,0.0393054510970862,0.0424773910660454,0.0924943138741472,0.1282683827910857,0.0712206047032473,0.132057800374632,0.0076942169272771,0.1033187226048839,0.021057707187930194
2024-01-22,-0.09406153086237459,-0.0270630582588988,-0.0302964491258551,-0.0896826904807143,-0.0813667649950836,-0.1744554416481375,-0.0140160717622875,-0.0161186538832764,-0.0859508370544737,-0.0098304251658883,0.08423110569648629
2024-01-29,0.0320074374128427,-0.2173822317283112,0.0388052080673984,0.11705067066943323,0.0422751729438892,0.0137394033066367,0.064953460137596,0.062367389600209,0.0560489441484113,0.0340220076353019,0.002014570222459204
2024-02-05,-0.1391996420124017,-0.0653827401267674,-0.14774740715153636,-0.1365804236477232,-0.0818522696094868,-0.048450704225352,-0.1152669160149608,-0.0496178575761251,-0.0761410788381741,-0.1189160278124442,0.0202836141999575
2024-02-12,-0.1163745618427641,0.0058380566076592,-0.04988902639093799,-0.1120785182839957,0.0331452750352609,-0.068096590909091,-0.0343229202849886,-0.0545099431818182,-0.0805354155047405,-0.0822528600762686,0.034121701766495496
2024-02-19,-0.0194972288202692,-0.0604415290907587,0.0148205361199453,-0.06163786880143235,-0.0585517631529322,0.0013403328493242,0.0178859168546567,0.0197356509143582,0.0376875228686426,-0.1235714463560988,-0.1040742175358296
2024-02-26,0.027720523553854126,-0.2026687212535709,-0.5123903926801372,-0.0767757660167131,-0.1762724550898203,-0.7201340608813672,-0.1514825626056229,-0.0413414488602458,-0.1953844159211719,-0.0654127992183682,-0.09313332277222233
2024-03-04,-0.0804424554254757,-0.1991321302951522,-0.0068246201390677,-0.1019591611479028,0.0044860222112805,-0.1037587125252403,-0.0788967286722258,0.0591427817056358,-0.0279494838957735,-0.0408134576636521,0.0396289977618236
2024-03-11,0.1722264150943395,0.16048752898281093,-0.2427188904975995,0.1545464591426457,0.1623638344226581,-0.05905207302815,0.2702571230020849,0.1157635467980295,0.3476961096938775,0.2658571004159238,0.0936306853215843
2024-03-18,0.03228068339294367,-0.0543459772070078,-0.0142297774806607,-0.0180681492528177,-0.0629175946547884,0.0124688279301745,0.0074513381995133,-0.1803372066529961,-0.0540470915554639,-0.2448832169516013,-0.27716390034454497
2024-03-25,0.0189084732837656,-0.0179479199087042,0.0017842464182125511,0.129029831596497,0.0995484616192374,0.0011497056056859,0.0249261426501956,0.0567250522256146,-0.1467314702308626,0.0552957807742495,0.0363873074904839
2024-04-01,0.0646652418112232,0.0134968720752672,-0.0392939266874068,-0.018657731818491,-0.0069759896171316,0.0120344771507561,-0.0073866508469270335,-0.0028833460710067,-0.0271779898995814,0.0045358649789031,-0.0601293768323201
2024-04-08,0.2560945427546095,0.3120328167730173,0.3343641852588175,0.3395506570580753,0.3054678375221697,0.10674807944711745,0.1301290859354318,0.3341288782816229,0.4434519451359395,0.2384970865983524,-0.01759745615625713
2024-04-15,-0.0869565217391304,-0.1078203639179248,-0.0465841399851079,-0.1165252617901093,-0.1822586656727542,-0.0469970374360355,-0.1202876020209872,-0.0880285176750174,0.0025432665467404,-0.0401572737503694,0.046799247988761006
2024-04-22,0.1136523720737516,0.050821818242894834,0.0801474869008345,0.09117085015990728,0.0221142654723951,-0.0055446947776059,0.123101574474014,-0.0217609032140581,0.1294271972015741,0.1382295367215253,0.024577164647773694
2024-04-29,0.007631641567801,0.1327351485148515,0.0095369557033504,-0.007181075753309,-0.0289715113471752,0.0072671217793436,-0.0469761420380987,-0.0833971902937419,-0.0976946828553485,0.0302992118137395,0.022667570245938497
2024-05-06,0.015542109942977531,0.0708685162846805,-0.0978121661738581,0.0831589958158995,0.1662957839658387,0.0715418152992466,0.0040144430953485,-0.008304440243158701,0.0065561126108752,0.0238105434456767,0.008268433502699169
